timestamp, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], memory.used [MiB]
2026/09/01 14:58:06.077, 216.82 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 14:58:11.078, 210.52 W, 1980 MHz, 0 %, 53449 MiB
2026/09/01 14:58:16.078, 116.05 W, 1980 MHz, 0 %, 53449 MiB
2026/09/01 14:58:21.079, 115.98 W, 1980 MHz, 0 %, 53449 MiB
2026/09/01 14:58:26.079, 206.10 W, 1980 MHz, 0 %, 0 MiB
2026/09/01 14:58:31.079, 76.70 W, 345 MHz, 0 %, 0 MiB
2026/09/01 14:58:36.080, 76.55 W, 345 MHz, 0 %, 0 MiB
2026/09/01 14:58:41.080, 76.59 W, 345 MHz, 0 %, 0 MiB
2026/09/01 14:58:46.081, 116.84 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 14:58:51.081, 117.29 W, 1980 MHz, 13 %, 53245 MiB
2026/09/01 14:58:56.081, 116.25 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 14:59:01.082, 115.92 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 14:59:06.082, 115.97 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 14:59:11.083, 115.96 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 14:59:16.083, 115.93 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 14:59:21.084, 116.47 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 14:59:26.084, 116.14 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 14:59:31.084, 116.11 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 14:59:36.085, 146.43 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 14:59:41.085, 116.36 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 14:59:46.085, 116.34 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 14:59:51.086, 146.90 W, 1980 MHz, 0 %, 58653 MiB
2026/09/01 14:59:56.086, 116.46 W, 1980 MHz, 0 %, 58653 MiB
2026/09/01 15:00:01.087, 116.28 W, 1980 MHz, 0 %, 58653 MiB
2026/09/01 15:00:06.087, 119.36 W, 1980 MHz, 0 %, 59181 MiB
2026/09/01 15:00:11.087, 120.58 W, 1980 MHz, 0 %, 0 MiB
2026/09/01 15:00:16.088, 76.26 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:00:21.088, 76.19 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:00:26.089, 76.03 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:00:31.089, 116.99 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:00:36.089, 116.96 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:00:41.090, 115.61 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:00:46.090, 115.64 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:00:51.091, 115.70 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:00:56.091, 115.69 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:01:01.092, 115.63 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:01:06.092, 116.26 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:01:11.093, 115.89 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:01:16.093, 145.53 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:01:21.093, 116.05 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:01:26.094, 160.01 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:01:31.094, 229.09 W, 1980 MHz, 0 %, 53449 MiB
2026/09/01 15:01:36.095, 150.79 W, 1980 MHz, 0 %, 53449 MiB
2026/09/01 15:01:41.095, 116.01 W, 1980 MHz, 0 %, 53449 MiB
2026/09/01 15:01:46.095, 109.17 W, 480 MHz, 0 %, 0 MiB
2026/09/01 15:01:51.096, 76.81 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:01:56.096, 76.75 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:01.097, 76.73 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:06.097, 76.66 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:11.097, 76.65 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:16.098, 76.61 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:21.098, 76.51 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:26.099, 76.53 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:31.099, 76.54 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:36.099, 76.51 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:41.100, 76.50 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:46.100, 76.52 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:51.101, 76.48 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:02:56.101, 76.44 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:01.102, 76.43 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:06.102, 76.45 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:11.102, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:16.103, 76.47 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:21.103, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:26.104, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:31.104, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:03:36.105, 77.83 W, 1980 MHz, 0 %, 23 MiB
2026/09/01 15:03:41.108, 116.92 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:03:46.109, 116.87 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:03:51.109, 115.72 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:03:56.110, 115.70 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:04:01.110, 115.73 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:04:06.110, 115.75 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:04:11.111, 248.95 W, 1980 MHz, 100 %, 53143 MiB
2026/09/01 15:04:16.111, 116.00 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:04:21.111, 76.94 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:04:26.112, 76.83 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:04:31.112, 76.73 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:04:36.113, 76.71 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:04:41.113, 76.57 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:04:46.113, 76.38 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:04:51.114, 76.44 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:04:56.114, 76.44 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:01.115, 76.42 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:06.115, 76.41 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:11.115, 76.38 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:16.116, 76.43 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:21.116, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:26.117, 76.38 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:31.117, 76.39 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:36.117, 76.44 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:41.118, 76.46 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:46.118, 76.40 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:51.119, 76.40 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:05:56.119, 116.89 W, 1980 MHz, 14 %, 53245 MiB
2026/09/01 15:06:01.119, 116.87 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:06:06.120, 115.52 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:06:11.120, 115.59 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:06:16.120, 115.57 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:06:21.121, 115.57 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:06:26.121, 115.60 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:06:31.122, 116.12 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:06:36.122, 120.15 W, 1980 MHz, 0 %, 0 MiB
2026/09/01 15:06:41.123, 76.61 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:06:46.123, 76.60 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:06:51.124, 76.56 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:06:56.124, 117.18 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:07:01.125, 117.15 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:07:06.125, 116.21 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:07:11.126, 116.01 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:07:16.126, 115.98 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:07:21.126, 115.99 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:07:26.127, 115.98 W, 1980 MHz, 0 %, 55733 MiB
2026/09/01 15:07:31.127, 116.29 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 15:07:36.128, 116.08 W, 1980 MHz, 0 %, 58395 MiB
2026/09/01 15:07:41.128, 76.05 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:07:46.128, 76.00 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:07:51.129, 76.17 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:07:56.129, 99.33 W, 1980 MHz, 0 %, 549 MiB
2026/09/01 15:08:01.129, 117.11 W, 1980 MHz, 11 %, 53245 MiB
2026/09/01 15:08:06.130, 116.95 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:08:11.130, 115.84 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:08:16.131, 115.85 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:08:21.131, 115.84 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:08:26.131, 115.84 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:08:31.132, 547.90 W, 1980 MHz, 100 %, 53191 MiB
2026/09/01 15:08:36.132, 119.44 W, 1980 MHz, 6 %, 53491 MiB
2026/09/01 15:08:41.133, 76.31 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:08:46.133, 76.84 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:08:51.134, 76.74 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:08:56.134, 76.68 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:01.135, 76.67 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:06.135, 76.64 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:11.135, 76.64 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:16.136, 76.51 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:21.136, 76.54 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:26.137, 76.49 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:31.137, 76.52 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:36.137, 76.50 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:41.138, 76.48 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:46.138, 76.54 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:09:51.138, 76.57 W, 345 MHz, 0 %, 4 MiB
2026/09/01 15:09:56.144, 116.91 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:10:01.144, 116.99 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:10:06.145, 115.69 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:10:11.145, 115.69 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:10:16.145, 115.71 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:10:21.146, 115.74 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:10:26.146, 223.53 W, 1980 MHz, 100 %, 53143 MiB
2026/09/01 15:10:31.147, 116.03 W, 1980 MHz, 0 %, 53191 MiB
2026/09/01 15:10:36.147, 76.89 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:10:41.148, 76.72 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:10:46.148, 76.68 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:10:51.149, 76.65 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:10:56.149, 76.62 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:11:01.150, 76.59 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:11:06.150, 76.53 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:11:11.150, 76.52 W, 345 MHz, 0 %, 0 MiB
2026/09/01 15:11:16.151, 89.73 W, 1980 MHz, 3 %, 527 MiB
2026/09/01 15:11:21.151, 116.64 W, 1980 MHz, 12 %, 53245 MiB
2026/09/01 15:11:26.151, 116.75 W, 1980 MHz, 11 %, 53245 MiB
2026/09/01 15:11:31.152, 115.52 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:11:36.152, 115.60 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:11:41.153, 115.64 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:11:46.153, 115.67 W, 1980 MHz, 0 %, 50537 MiB
2026/09/01 15:11:51.154, 236.80 W, 1980 MHz, 100 %, 53143 MiB
2026/09/01 15:11:56.154, 116.61 W, 1980 MHz, 0 %, 53235 MiB
2026/09/01 15:12:01.154, 116.09 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:06.155, 116.04 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:11.155, 116.03 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:16.156, 115.99 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:21.156, 116.08 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:26.156, 115.99 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:31.157, 115.97 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:36.157, 115.86 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:41.158, 115.85 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:46.158, 115.83 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:51.159, 115.81 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:12:56.159, 115.78 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:13:01.160, 115.74 W, 1980 MHz, 0 %, 55861 MiB
2026/09/01 15:13:06.160, 115.79 W, 1980 MHz, 0 %, 57911 MiB
2026/09/01 15:13:11.160, 115.89 W, 1980 MHz, 0 %, 52797 MiB
2026/09/01 15:13:16.161, 116.45 W, 1980 MHz, 0 %, 52819 MiB
2026/09/01 15:13:21.161, 115.87 W, 1980 MHz, 0 %, 52819 MiB
2026/09/01 15:13:26.161, 144.25 W, 1980 MHz, 8 %, 113923 MiB
2026/09/01 15:13:31.162, 151.09 W, 1980 MHz, 33 %, 114039 MiB
2026/09/01 15:13:36.162, 116.07 W, 1980 MHz, 0 %, 114107 MiB
2026/09/01 15:13:41.163, 115.91 W, 1980 MHz, 0 %, 114107 MiB
2026/09/01 15:13:46.163, 115.91 W, 1980 MHz, 0 %, 114111 MiB
2026/09/01 15:13:51.163, 118.31 W, 1980 MHz, 5 %, 114115 MiB
2026/09/01 15:13:56.164, 691.14 W, 1560 MHz, 100 %, 118291 MiB
2026/09/01 15:14:01.164, 691.92 W, 1605 MHz, 100 %, 118293 MiB
2026/09/01 15:14:06.164, 692.40 W, 1710 MHz, 100 %, 118293 MiB
2026/09/01 15:14:11.165, 564.61 W, 1980 MHz, 100 %, 118295 MiB
2026/09/01 15:14:16.165, 119.14 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:21.166, 117.85 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:26.166, 117.47 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:31.166, 117.13 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:36.167, 116.89 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:41.167, 116.71 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:46.168, 116.74 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:51.168, 116.57 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:14:56.168, 116.33 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:01.169, 116.22 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:06.169, 119.11 W, 1980 MHz, 0 %, 118823 MiB
2026/09/01 15:15:11.170, 120.22 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:16.170, 120.18 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:21.171, 120.16 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:26.171, 120.17 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:31.172, 120.11 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:36.172, 120.04 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:41.173, 120.05 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:46.173, 120.12 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:51.173, 120.11 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:15:56.174, 120.12 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:01.174, 120.15 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:06.175, 120.15 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:11.175, 120.13 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:16.176, 120.14 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:21.176, 120.14 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:26.176, 120.15 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:31.177, 120.12 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:36.177, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:41.178, 119.99 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:46.178, 120.02 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:51.178, 120.05 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:16:56.179, 120.04 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:01.179, 120.16 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:06.180, 120.09 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:11.180, 120.10 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:16.180, 120.13 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:21.181, 120.17 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:26.181, 120.12 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:31.182, 120.12 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:36.182, 120.12 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:41.182, 120.11 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:46.183, 120.06 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:51.183, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:17:56.184, 119.99 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:01.184, 119.90 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:06.184, 119.91 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:11.185, 119.89 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:16.185, 119.94 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:21.186, 119.91 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:26.186, 119.83 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:31.186, 119.91 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:36.187, 119.92 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:41.187, 119.89 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:46.188, 119.98 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:51.188, 119.89 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:18:56.188, 119.95 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:01.189, 119.82 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:06.189, 119.80 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:11.189, 119.87 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:16.190, 119.90 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:21.190, 119.92 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:26.191, 119.98 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:31.191, 120.05 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:36.192, 120.06 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:41.192, 119.98 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:46.192, 120.00 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:51.193, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:19:56.193, 120.04 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:01.194, 120.02 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:06.194, 119.98 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:11.195, 119.93 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:16.195, 119.94 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:21.195, 119.82 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:26.196, 119.85 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:31.196, 119.86 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:36.197, 119.87 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:41.197, 119.93 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:46.197, 119.98 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:51.198, 119.76 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:20:56.198, 119.77 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:01.198, 119.81 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:06.199, 119.86 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:11.199, 119.86 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:16.200, 119.83 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:21.200, 119.81 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:26.200, 119.77 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:31.201, 119.77 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:36.201, 119.83 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:41.202, 119.85 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:46.202, 119.92 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:51.202, 119.99 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:21:56.203, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:01.203, 120.04 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:06.204, 120.06 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:11.204, 120.08 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:16.204, 120.13 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:21.205, 120.08 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:26.205, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:31.206, 120.01 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:36.206, 119.90 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:41.206, 119.84 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:46.207, 119.88 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:51.207, 119.80 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:22:56.208, 119.83 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:01.208, 119.86 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:06.208, 119.89 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:11.209, 119.83 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:16.209, 119.77 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:21.210, 119.78 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:26.210, 119.79 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:31.211, 119.81 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:36.211, 119.82 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:41.211, 119.76 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:46.212, 119.71 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:51.212, 119.72 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:23:56.213, 119.74 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:01.213, 119.76 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:06.214, 119.75 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:11.214, 119.81 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:16.214, 119.74 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:21.215, 119.80 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:26.215, 119.73 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:31.215, 119.77 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:36.216, 119.71 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:41.216, 119.77 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:46.216, 119.71 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:51.217, 119.79 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:24:56.217, 119.71 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:01.218, 119.73 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:06.218, 119.72 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:11.219, 119.77 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:16.219, 119.79 W, 1980 MHz, 0 %, 118295 MiB
2026/09/01 15:25:21.220, 119.86 W, 1980 MHz, 0 %, 118295 MiB
